,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C17H23O5N1,8.492966542,10.88819597,9.603202539,12.53924779,8.992285618,9.532873536,10.61661058,9.198628109,8.399302818,11.10377535,9.827900192,9.707305159
C14H10O9,9.002628883,8.736465503,7.037716477,7.084208077,6.137521302,5.179986887,5.575387024,7.697772876,9.074092171,5.851574765,7.04249614,6.288605405
C15H14O8,45.45924553,42.57738782,32.23971688,40.38665239,37.36879333,29.21916757,36.30461565,45.77050602,47.85104798,39.20093038,44.92748291,39.99307138
C12H18O8S1,9.672937831,9.00997631,7.180450927,9.811229525,7.853459562,7.192935518,8.475378479,11.07632751,10.19893825,9.063375019,9.211475116,8.983163267
C14H14O7N2,12.83152623,13.04116146,11.98867404,14.37572975,10.83218507,9.381397393,12.16881853,10.01923194,9.299495856,12.46884515,11.72669202,10.53403138
C16H18O7,107.8877485,122.4964472,103.3201317,128.7806997,115.3961806,93.20591816,117.3512361,131.1235492,126.4070031,127.2061218,126.8429266,125.6183827
C13H22O7S1,31.19742538,179.3810459,103.1225337,39.97203173,14.30765666,20.74455703,34.83065512,17.91749221,19.45504526,17.53863988,19.78209809,17.36666627
C15H18O6N2,35.95764861,47.87404217,48.57451084,55.64848207,44.18212315,41.18385621,50.81295103,47.53238249,39.17452069,55.15138088,46.7183466,48.13697169
C17H22O6,114.567125,138.6644538,122.0041408,153.4189644,129.1436148,107.8722972,135.5134793,144.5615867,140.0738342,148.0410529,143.1012831,143.4702363
C16H22O5N2,9.006222171,14.18458921,13.31701586,17.51742329,13.94352882,11.7792925,14.41796097,13.09249554,9.856930667,15.82278676,12.81499117,13.01251823
C18H26O5,36.15994302,43.12752077,36.89980314,47.15488639,37.34873089,33.50991101,39.58585226,45.57038717,44.83285222,46.30880623,44.51841709,44.75598048
C14H13O8N1,11.21396449,10.5820267,8.922396284,10.03262674,7.431255206,6.90907488,9.739606287,8.868825183,8.037635108,9.84635989,8.78290248,9.22780477
C15H17O7N1,37.30346294,47.1145233,43.11373301,49.58993331,42.92083789,36.83204516,45.2734059,42.84028222,35.73848879,49.59398661,45.04893032,45.86788695
C14H17O6N3,4.314731336,24.93917883,14.22875579,7.436917458,6.109743298,4.920803899,6.706246828,6.059933967,4.736171423,7.554686598,5.983505104,6.378950874
C16H21O6N1,25.03133892,34.4570444,32.12511069,39.4377211,32.64386138,27.51161413,33.85992461,32.67370912,27.67365767,37.98070255,34.00214546,33.97844958
C15H21O5N3,3.897290973,4.736178693,5.587296363,6.289132051,5.688552552,4.427596735,5.494184889,4.875227772,3.449906967,7.49787097,5.841000987,5.202963201
C17H25O5N1,4.832179708,6.834448359,5.142716297,6.787398046,4.945987508,4.672424525,6.082241142,5.640546406,3.978127677,7.114712186,4.878531212,6.270207998
C14H12O9,18.13375025,17.85705265,13.1727303,15.64112169,13.27861764,10.71881616,14.22428613,16.05510761,18.63964622,15.36750511,18.28437777,16.57994836
C18H12O6,8.720331856,7.858686475,5.248923742,6.585711042,5.619542649,4.367984142,5.914068087,7.145829108,8.6330343,5.562732779,7.056482094,6.097299943
C15H16O8,92.59215241,102.8811296,88.64420887,106.1368478,98.0924409,79.72299971,98.85140307,114.0833645,110.9388682,116.7987514,116.0724876,114.4710374
C12H20O8S1,7.837211615,7.463156103,7.836237162,8.342974157,6.143142455,6.74429959,8.226715425,8.543305045,8.605889375,8.470292324,9.2028127,9.041749865
C14H16O7N2,21.44288122,29.5380808,28.64029132,31.31258713,25.91513402,23.61965462,29.190068,26.51205091,22.28174884,31.6106023,27.66112246,28.73403964
C19H16O5,6.142683579,5.195722297,3.188575147,6.311532284,4.501918012,2.655317342,4.518463913,5.396032622,5.729471514,5.092208672,5.40233639,4.847812367
C11H20O9N2,7.017594611,6.842815919,5.887033416,6.000556176,4.77882538,5.651110672,7.414911232,4.585200703,6.53134329,5.658045731,6.98776981,7.060191086
C16H20O7,193.158836,241.4338409,223.768317,268.6930761,242.4538132,199.4846354,243.0196048,262.9266352,247.7034818,286.728761,270.3254478,276.3605866
C13H24O7S1,5.438306726,7.358113081,8.360442829,9.245866511,5.660699162,5.715782494,7.598458294,8.440226845,6.640007487,6.740746991,7.337389189,6.989634797
C15H20O6N2,32.61436131,50.8605588,53.39494982,61.58206369,49.00317519,44.4531346,55.46768802,49.25579697,39.20832706,62.32822458,52.00504383,55.11784527
C17H24O6,105.0289659,137.2319721,122.181027,151.7885265,132.3133685,109.2035792,133.6171704,144.3389796,137.8217997,155.5547667,149.9977193,152.5502847
C18H28O5,16.25467088,21.76008684,17.97554901,23.14337928,18.0010381,17.04406232,20.93637413,20.46181944,21.40048789,24.11129724,23.03990513,23.31269562
C14H15O8N1,20.25335711,23.75387329,22.69099932,25.69877419,21.37137692,20.16293115,23.27495894,23.95416657,19.49765694,26.73113432,25.78712741,24.22465026
C15H19O7N1,43.03375214,59.94026176,63.30838801,72.55091209,65.12082529,55.81879929,67.18110754,62.34222954,50.48542228,76.62882912,68.98843311,69.7832977
C14H19O6N3,4.289364148,7.229003233,5.865696515,6.405875653,5.224230515,5.444241134,5.877301731,5.414869649,3.345336911,7.990073981,5.921176644,6.74035285
C16H23O6N1,13.56933421,20.78113887,20.4762994,24.78592427,21.20025458,18.38099591,22.59448493,20.26237316,17.62637651,23.84681421,21.19607625,21.51399332
C17H10O7,9.217646792,8.861250113,6.65595916,7.966459528,7.273880932,5.099775503,5.940683917,7.1564085,9.358986158,6.347575284,7.814079993,6.817356952
C14H14O7S1,7.66657925,7.008671059,4.733498064,6.266898362,5.682156236,4.32529696,5.983747818,6.919164015,4.78075206,4.046390743,6.393826079,5.673689454
C14H14O9,34.16294318,33.47633706,29.31661847,34.13624438,31.97461306,28.60107153,32.42160537,38.63024718,41.24618898,41.16647743,42.16686091,39.72506687
C13H14O8N2,3.942382773,5.814324237,4.441921229,4.883358623,4.729824653,4.420773242,4.170933197,5.845066334,4.686201691,5.540186226,4.742190674,4.595453298
C18H14O6,11.42256008,10.53771432,6.610698398,9.601677375,8.775851538,6.137565012,8.853380074,9.792185587,11.47382715,9.747804561,10.49196774,8.875396571
C15H18O6S1,11.02038975,10.41410815,9.256317938,10.94427656,10.46071859,6.370577743,8.362053696,9.073438959,7.652679827,9.131982045,8.446263625,8.343254233
C10H18O10N2,6.367188848,5.619655297,5.788070265,6.035363973,4.76172429,5.526816732,6.061430635,5.109816167,5.991627155,5.535992929,6.234563707,6.989380703
C15H18O8,172.5385593,202.3749175,196.5888378,223.7249678,229.1910634,190.6167683,214.6480122,248.6412843,236.2757945,268.4051039,266.1951291,259.7565439
C12H22O8S1,3.673106677,4.41911372,5.555485655,5.496993412,6.982762534,5.529899684,6.155324374,7.241545138,5.112304702,5.810752057,5.861478841,8.5975793
C14H18O7N2,21.33107702,29.06354937,31.87993298,35.46716994,31.06844376,28.44506845,32.76613036,30.23753375,25.37004116,40.08856058,32.07250954,33.43344248
C19H18O5,7.910036844,6.718238028,5.274190331,6.882233701,6.938299701,4.965340551,6.348756547,6.435714529,7.169779588,5.857080844,7.192034171,5.865568421
C16H22O5S1,50.66380997,44.03253605,25.86966615,36.59742899,13.56868064,15.2958486,21.71124307,15.29595654,16.12604266,14.68075841,18.82908328,15.64041807
C11H22O9N2,6.991634283,6.903661987,7.43954502,6.892276987,5.84835228,7.093244047,7.855225085,5.916186401,6.712019943,6.193956075,7.763837159,7.670018698
C16H22O7,191.7676215,243.6601687,239.0504718,279.6626234,276.0182425,224.8437727,256.1681117,290.7972944,265.4123326,317.9238147,306.6531786,304.1156612
C15H22O6N2,10.44421197,16.14031234,17.10676161,18.8444073,17.67346087,15.2322208,18.07712472,16.55529232,13.13595076,19.16946746,17.29650043,17.73961301
C17H26O6,46.21406794,61.01636728,57.09567222,66.46564437,63.2822918,52.78912407,61.91832071,70.75984003,67.42084903,73.68215955,73.3488544,70.77179491
C18H30O5,4.504555463,5.25122387,5.107523979,5.85821289,4.161022905,4.157031234,4.302317836,5.007298121,4.772327976,5.410815973,5.848136427,4.780756688
C14H17O8N1,25.5132575,30.10251804,33.35702674,34.19714088,32.98220894,31.3607381,33.86232919,33.32952782,29.34287603,39.4324859,35.41337916,36.43875077
C15H21O7N1,25.97894943,36.08519011,38.70317157,41.98188405,41.66163393,37.11315665,39.50980467,41.57015295,31.43155755,45.89184098,43.30781412,40.55480848
C16H25O6N1,4.306921763,5.420281632,5.737261708,6.534346763,5.371622734,4.848816393,5.69993364,5.618687673,4.708686548,6.514823993,5.149558404,5.804471749
C17H12O7,13.13108632,12.10886163,7.697311126,10.11130758,8.458345675,6.989445649,9.792047221,12.08211958,11.22786925,9.102016266,10.38766914,8.734011955
C14H16O7S1,19.02491663,14.71082131,11.89626975,12.27986292,9.985466436,9.632635678,11.03307718,11.94598054,10.86165249,10.04839066,10.96113911,9.79830309
C14H16O9,61.9445058,62.53802445,61.79526039,60.58158851,66.15657939,66.69267926,65.12722139,83.60672982,85.58839285,82.89688596,84.98048499,78.89918916
C13H16O8N2,5.057076575,6.731916134,7.016715258,7.051613525,6.166851268,6.328406809,6.78762131,6.741575493,5.92979552,7.913552222,7.014791145,6.190909873
C18H16O6,14.65983218,14.99823203,10.03008661,12.55074507,11.039368,9.741458721,10.78460853,14.95714618,15.30660745,11.73272672,13.08064734,12.85447898
C15H20O6S1,17.91719638,17.31898329,12.09526273,14.54039816,10.79939473,9.901590787,11.74608954,12.41449746,12.1675928,11.60219583,11.48097415,10.2216882
C17H16O5N2,6.781017549,8.711206652,7.225299624,7.312451579,4.470250268,5.166437135,6.704330334,5.407196608,4.786882953,6.273468346,6.35413944,5.202335861
C15H20O8,175.098496,211.3502292,209.4558632,223.967117,246.3767032,223.6621966,227.5705989,284.9046804,268.6333784,266.4866361,274.8354063,266.2023186
C14H20O7N2,8.349737447,11.97602784,13.8969896,14.13078363,12.89878252,13.57024854,14.4300597,14.05222786,11.69877495,15.7666743,13.9106894,13.73944511
C19H20O5,11.17670753,11.32554151,8.662017086,11.16971738,9.804272728,8.041622435,10.63920866,11.99408442,11.62231464,10.73269786,10.85387088,10.55687112
C16H24O5S1,15.63353393,14.64443007,9.278140606,13.16104326,5.761607064,6.556306179,8.689427442,6.929805973,5.252727714,5.152373591,7.297362767,5.741847641
C16H24O7,86.6863904,112.9085012,108.6809205,118.6192655,127.4024665,113.2621093,113.6953593,142.9326536,135.9898101,137.4012017,137.766453,133.125047
C20H24O4,6.130753611,6.50792716,5.781773383,6.504929619,5.869031734,5.48570135,6.453761126,6.039903312,5.762843619,6.878817385,6.785959254,6.52170932
C17H28O6,10.5746544,13.31413057,12.56872818,14.59897937,12.52795273,13.09398934,13.69875033,15.78007763,14.83381532,15.75198593,16.03356926,15.97096127
C13H15O9N1,4.931771429,5.877350654,5.838577311,5.430459707,3.938927521,5.03241869,5.803432599,5.406943414,5.114610665,5.733168353,5.83413983,5.117660132
C17H15O6N1,7.679959051,7.701358084,6.014228679,6.184531501,5.736238126,4.692660438,6.19029281,6.231815365,6.413491596,6.603758075,5.580113244,5.243355524
C14H19O8N1,16.67828839,21.85608255,22.47387952,23.11664726,23.75373162,22.86652017,24.40404702,25.24265678,21.59749984,25.76595228,24.35115424,23.73024374
C15H23O7N1,7.08731404,10.094764,9.598471502,10.90623013,9.863691436,10.09711039,10.69205289,11.70256458,9.184322497,11.19881073,10.22742508,11.1234396
C16H10O8,8.828178722,9.673534177,6.123197292,7.315420806,6.099352358,5.578951751,6.297449653,8.267664072,9.587440551,5.136011612,7.141013522,6.55150004
C13H14O8S1,6.415144713,5.683301868,4.447733013,4.252363203,4.144307758,3.969430772,4.100592345,5.935234586,5.67675074,3.73172179,5.133038406,4.429539286
C13H14O10,7.614616106,9.027694474,8.58906827,6.938404095,7.634036274,8.607080741,7.843452433,11.71928025,13.14903393,9.405753245,11.13518408,9.462871812
C17H14O7,19.22588925,18.41730875,12.50947666,16.59658414,14.28624056,11.71937868,14.22225933,19.73765407,20.59616375,14.98503922,16.43055355,15.19298878
C14H18O7S1,31.18758604,28.56556372,22.4250549,24.80933193,17.03505678,16.95443368,18.93223824,18.9808668,18.96226682,15.85246161,18.44943365,16.38958175
C16H14O6N2,8.677682665,9.282653455,7.446034198,8.738304231,6.143016266,5.935162773,7.962064811,6.833204253,4.782868397,6.448759262,6.862695326,5.697451544
C14H18O9,64.11871479,69.05351644,70.97379529,69.34409476,76.45507033,77.78782607,74.76297368,96.30952403,97.87235374,87.78301141,93.40611766,86.391584
C18H18O6,22.58910672,24.3381766,19.5846039,22.41508515,22.25413075,18.12874418,20.98228313,25.9241331,24.48776821,21.65703937,23.02714076,20.05875281
C15H22O6S1,17.47610623,17.36048385,13.23128098,15.53323352,12.44365673,10.68265074,11.4352652,13.98368274,14.17730566,9.326844422,12.87910124,11.10784871
C17H18O5N2,10.89553075,15.29004721,12.92665611,12.12240817,9.488436004,11.35397344,12.87537065,10.29984782,7.818788729,9.801616311,9.75353605,9.64960143
C15H22O8,83.73346806,106.7170226,105.4107553,112.2804648,127.8333976,115.0203673,116.1588292,147.2907141,143.0742307,134.6068437,138.92142,131.4563073
C19H22O5,18.43334133,22.02054272,17.42476953,20.14122226,19.23012546,16.00805111,17.94115153,20.38238113,18.95427111,19.36640746,20.37445507,18.8563042
C16H26O7,20.28899141,26.0316513,25.45494569,27.34745193,26.7046275,26.44737369,26.24009534,31.65014754,34.26303419,30.06178817,31.23683035,29.27870508
C20H26O4,7.53942119,8.758926869,7.455697948,7.848878305,7.68110729,6.634241562,7.715045943,9.178725517,9.151912274,8.847924469,7.845369492,8.151695395
C16H13O7N1,7.712748233,7.956049991,5.96874748,7.314432969,5.384305564,4.698705049,5.114915513,5.456515619,5.943140039,5.09367463,5.739884061,5.534865875
C17H17O6N1,10.87017447,13.04719551,9.992083546,11.14662648,9.48573277,9.14543804,10.46872272,11.37371382,10.34483387,10.73508698,9.50434175,8.818160116
C14H21O8N1,5.100419963,7.78612537,7.721091602,8.32434485,6.577509316,7.07298207,7.674657551,8.077292688,7.910099745,8.196007114,7.386547173,7.75094403
C18H21O5N1,6.094688095,7.426125631,6.313214635,7.168183235,6.116867249,5.93975387,6.130088006,5.965101671,6.729960667,7.685463184,5.491763966,5.799511892
C16H12O8,17.66291585,15.77646569,10.32197032,13.31747425,11.35581847,10.92989537,12.46706363,15.3585824,19.62375881,10.95269124,13.9015521,12.13506869
C13H16O8S1,8.575228027,7.2042227,6.357662658,6.519222238,6.571409627,6.173183107,6.528767746,8.589526099,8.281041415,5.814498165,7.098745352,6.581363974
C17H16O7,33.47466951,33.12802142,25.59329751,30.27467863,28.82372538,24.12019451,26.65913473,34.51058372,38.47398747,28.36216133,31.19785112,28.51543846
C14H20O7S1,20.10654793,19.04593426,17.11305179,18.76145345,17.38544476,15.30682914,15.69742904,21.68921469,18.97586286,16.26040289,17.72637734,16.7259404
C16H16O6N2,19.41509555,22.97050638,18.78989565,18.82164948,14.85815279,15.90835012,17.3944943,16.88020538,14.21904978,16.48568543,15.22793834,13.63010002
C14H20O9,31.16512828,34.54953344,34.8749276,34.84253015,35.24099495,40.12099109,36.61560612,45.47403278,52.41446084,41.67664305,44.08916407,41.02819554
C18H20O6,40.43156868,45.27875405,38.47012129,44.3594274,43.01420476,37.65744429,42.01458262,46.41102165,46.44229043,42.45985922,42.51297438,40.43431914
C15H24O6S1,12.21363461,11.97709991,8.444833637,11.23089799,9.88916362,8.741471586,8.801910485,11.54866678,13.10029333,8.250488106,11.0342612,10.15647721
C17H20O5N2,12.18776731,16.59851454,14.56626006,15.04300819,11.91637695,12.53945594,13.85073797,14.0412721,11.98353236,13.91924684,11.50544916,11.61914386
C15H24O8,22.80183763,27.22575519,25.35182102,28.18809175,28.58211083,29.876727,27.90160757,36.96118234,39.81817414,32.25717395,32.13019239,32.6021074
C19H24O5,28.42285368,32.53474925,27.66263046,32.36804158,28.25991548,26.3825931,29.79351274,32.05207451,33.47978501,29.16226583,30.92960769,28.43316083
C20H28O4,6.155210132,8.251895417,6.821552134,7.734005062,6.361734042,5.688748649,6.003637305,8.100122161,7.811301965,7.186269632,7.314307698,6.862220324
C16H15O7N1,15.07872524,14.87478656,12.63748734,13.03223824,10.64831353,10.81539761,11.16733587,12.43630438,12.50338401,11.59985502,10.75317807,10.54365106
C17H19O6N1,16.32994848,20.02001002,17.26459504,19.49779397,15.69454112,15.46742633,16.0735817,17.59771342,16.29035454,17.20863286,14.4874524,15.40941366
C14H23O6N1S1,2.729577515,5.805815595,7.056739116,8.377483154,5.653320374,4.94291685,6.762345646,6.959622223,5.003979473,3.761004964,5.234828348,4.529853995
C16H19O5N3,5.747051568,7.138474243,7.126726427,6.979716107,6.916134656,6.085393906,6.90424205,6.120753253,5.265569185,7.861778009,6.497470498,5.774223803
C18H23O5N1,5.994600847,8.315860364,6.168253697,8.233714443,7.090678851,6.745432328,6.54352544,7.800523586,7.277778622,6.616461329,7.607532946,6.078530727
C15H10O9,8.430427946,8.571360283,5.744061107,6.00386339,5.178154263,4.938193432,5.88257209,7.132473383,8.415312901,5.488655654,6.866947934,6.334087502
C16H14O8,34.05895488,30.20594957,21.80715247,26.6377422,23.5086313,22.68812296,23.39322731,33.22270939,37.64643472,23.98029449,25.56505679,27.43466639
C13H18O8S1,14.23960814,13.10163483,12.36636096,12.14004066,10.57511644,12.58344327,11.50957623,15.10982102,14.62496309,13.26598381,13.83746332,12.17888051
C15H14O7N2,12.88257412,12.31518073,10.0322394,9.725712197,6.248006469,8.324576381,8.362537645,8.829277104,8.594433249,8.298330139,8.122907415,7.761497542
C17H18O7,66.94305508,69.16734725,56.30997578,66.89894741,61.97189765,58.2290212,59.34775876,75.07437858,73.34272646,62.10045218,63.4274042,61.20381147
C14H22O7S1,21.64571766,22.49898821,21.39002394,20.60862283,17.4773793,18.27427195,17.67520418,21.20620511,20.61930591,16.38830102,18.07981211,17.13284242
C16H18O6N2,28.58849173,34.34686209,32.67506871,34.69000806,25.80773065,31.3311145,31.16132706,30.25564834,27.42856537,31.13443539,27.97968978,26.04112334
C14H22O9,9.100763881,9.418137617,10.37806268,9.254245168,7.401765455,11.6473165,10.22622347,11.05963725,13.54848033,12.8638971,10.7270197,11.12491248
C18H22O6,79.40807285,87.6468314,79.19843105,88.20663581,81.57273901,79.82620116,78.14250577,95.94417427,92.45051357,87.44934052,83.50888293,81.37240465
C15H26O6S1,6.667746874,5.882948643,5.02508897,4.812652325,7.233962548,6.368132332,6.290665402,7.456893741,6.661771177,5.039241955,5.662233441,5.486690668
C17H22O5N2,8.943201254,13.43233867,12.42678503,11.46126983,10.6506849,11.76434738,11.81035,11.66428736,11.85021097,12.20914241,10.61469076,11.14109841
C19H26O5,33.42400289,37.96862826,33.51489501,37.70629524,31.75849855,32.30835265,33.02502253,40.18204518,41.34089557,35.76633334,33.91562937,33.82634349
C15H13O8N1,10.96628717,9.276580919,6.891820185,7.408982886,5.157841904,6.481456756,6.342724416,7.686805384,7.50152775,6.797949155,6.72675516,5.454881552
C16H17O7N1,26.11010386,28.95197586,24.85404711,27.70177859,22.82461065,23.65347637,24.41883022,26.80877441,24.88587544,24.77692634,24.10689212,22.70476366
C15H17O6N3,6.153175773,6.887878223,7.344676383,7.606306262,6.191613843,6.480451325,6.752897606,6.436536675,5.911931431,6.397962697,6.14493308,6.239160446
C17H21O6N1,20.47029798,24.87910079,23.3830613,27.09654613,21.60629526,22.16304175,22.39988769,24.67857829,20.75286311,24.42325016,21.48774095,21.02308957
C16H21O5N3,4.487470407,7.183015978,6.16322584,6.678382435,5.249355268,6.041133922,5.943214655,6.20131774,5.811348421,6.973813706,5.755098146,6.589044215
C18H25O5N1,5.198340788,6.547993522,5.355009914,6.787077203,4.435467126,6.218726192,5.233061865,6.60776016,5.064844314,6.835930412,5.015641378,5.48728499
C15H12O9,19.16781441,16.9810941,12.28790388,13.87179226,12.30823691,11.69333874,11.8340194,16.89111715,20.20620747,12.45061217,15.38473626,13.46774834
C16H16O8,71.84538831,67.09197502,55.99275983,64.21167049,60.45611999,56.20979239,57.34969084,77.75061486,74.37440653,63.38204874,68.07006633,62.75728728
C13H20O8S1,18.1141887,16.40324884,13.71502326,15.12914435,13.01644245,15.04995023,13.62146184,17.12338672,17.86806931,15.27817627,15.50213902,14.98482412
C15H16O7N2,26.54805778,27.24680423,26.21035706,27.68234514,22.5567422,24.20411336,24.48151751,25.27589457,21.75160339,26.31461934,24.47642031,22.84939479
C17H20O7,141.3295467,151.4794731,137.293371,156.6117724,148.2704831,136.718776,138.6843369,169.5904072,161.2688841,154.4863652,152.2324328,150.1348476
C14H24O7S1,9.659174471,8.705556606,8.067034819,8.692059563,8.591178615,7.661354765,7.965557242,10.30630378,10.62219786,7.556698434,9.093401797,9.557558412
C16H20O6N2,30.6873967,40.96118046,40.7393169,45.84671538,37.39162865,38.76784431,39.94991446,40.42371909,34.69403995,43.9535776,38.12230505,39.29591512
C18H24O6,111.7710533,124.4339731,113.7133657,130.368463,117.7684058,113.2821738,113.6774353,135.6350275,132.0679874,129.1712288,124.303545,122.8043885
C17H24O5N2,4.406257969,6.53162129,6.855399714,7.306855195,5.623395515,7.012638209,5.698130205,4.693482572,5.409649119,6.535619827,5.619921877,6.574929081
C19H28O5,23.32131978,25.22586679,22.27766312,24.15119385,21.38209808,21.41623259,22.56991106,26.75350584,26.17849382,24.25983597,24.00362105,24.32534324
C15H15O8N1,21.25210278,21.99096693,19.34163727,20.63056588,17.62695443,17.63917281,18.62284024,19.34241181,17.78829498,20.53818467,19.61429284,17.7754704
C16H19O7N1,41.41249376,48.99634091,46.65134488,53.02345361,45.85685,45.20636729,46.34903068,49.08145109,40.04717481,51.03684263,45.46063581,45.80568705
C15H19O6N3,7.405394081,10.36253272,10.48680483,11.18727558,9.115397895,10.3573364,9.956849177,9.818512848,7.851124281,11.23451595,9.97267717,10.06969265
C17H23O6N1,17.61847461,22.25058838,22.49501474,24.85067905,20.51342172,20.62831807,20.99763438,21.90913935,18.40810083,21.50250522,21.59632574,22.26492992
C15H14O9,40.09591036,36.39504409,28.62655048,33.49535834,32.67388456,29.56320918,30.27126303,39.44807663,43.12247434,35.55032971,38.51252971,35.86305717
C14H14O8N2,8.935768351,8.513625551,8.656810333,8.740089686,7.22974996,6.604936226,0,8.049338732,0,8.704551543,0,7.418323576
C19H14O6,7.907995595,6.537438069,4.746018794,6.18113285,4.577434031,3.995623084,3.949196886,4.87302919,6.784333049,4.676949937,6.261653817,5.401469427
C16H18O8,153.6167949,169.5769661,156.8786423,180.2346904,173.3500318,156.8879442,159.0388731,189.6447431,183.7424454,188.3087934,183.8649833,181.582467
C13H22O8S1,12.95515646,16.35505332,13.94120043,11.47545958,9.245228517,10.9592814,11.79987685,11.02245981,12.01202137,10.60784268,12.08941474,13.01761734
C15H18O7N2,38.69420886,48.36655053,52.37126637,55.78617191,49.11309087,49.31272904,49.01518572,47.85687714,41.13446523,56.30105358,49.17705802,49.56359863
C17H22O7,211.9435937,251.7271396,235.9837364,274.4806472,256.2104902,232.5355169,235.4376338,270.9455604,264.1979126,278.7225348,268.2419877,263.7150116
C14H26O7S1,3.219539934,5.56714963,5.000597598,5.692953409,4.923171032,3.631248831,4.529506504,5.413635941,4.297307507,3.201119118,5.258121077,5.341232654
C16H22O6N2,18.51033462,27.00703527,27.6934971,31.92375314,28.02881232,26.96830085,27.99538618,28.1643678,23.14147896,31.25119183,27.25113963,28.14848087
C18H26O6,84.05743126,101.7777916,97.29191358,113.7302117,99.36371313,95.11845307,98.04640932,110.778543,108.888996,113.0539018,110.1659577,108.0113321
C19H30O5,9.911867928,11.10639457,9.473348622,11.01071556,9.275501625,9.27179246,9.790853893,11.32284729,12.22136388,9.138361942,11.08674824,10.505425
C16H34O5S1,6.34405756,12.47999549,8.936817201,6.893477087,7.340594029,5.577488715,3.729726588,13.84548002,2.567378568,0,4.265495777,2.854012577
C14H13O9N1,5.210865618,5.905315702,5.340729701,5.629981633,3.918529944,4.673526188,4.076807824,5.394259288,4.860360339,5.19770931,4.10755733,4.350956787
C15H17O8N1,36.27695397,43.85544344,46.03769977,48.94505021,45.52917116,44.41067998,44.9439178,44.16571916,38.29394356,51.34149455,46.33379754,46.44772358
C14H17O7N3,4.180762795,5.488939233,5.394958059,5.487892246,4.846577488,4.550368996,5.458342312,4.658525218,5.275911139,6.888369755,4.997971031,5.5424284
C16H21O7N1,38.51596847,51.87765457,52.70116454,60.0804333,53.24868994,49.83872847,53.37558781,54.70473339,43.86371119,59.77149154,53.07458533,53.29211857
C15H21O6N3,4.699959579,6.172670231,6.85981048,6.601451128,5.34920695,6.332355854,6.032989999,5.734672888,4.507279811,8.342165976,6.318480251,6.121633385
C17H25O6N1,8.851639596,10.91229599,11.16444187,13.55270609,11.60705044,10.05233416,11.11430068,11.96819022,10.66661344,13.47195909,10.92804016,11.48939804
C14H12O10,8.388746267,8.446836712,6.341611574,6.724049912,6.268549901,5.545432229,6.701295655,8.84553918,9.926734429,7.023802247,8.334549567,7.298875737
C18H12O7,10.42313571,9.478976141,6.562545144,6.999098946,6.384351401,5.753814424,6.298922872,7.830491362,10.70546306,7.575424862,8.389894056,7.42677543
C15H16O7S1,8.981430896,8.145551731,5.051745857,6.341178835,6.107458782,4.944948761,5.476514537,6.236831339,5.923494651,5.471092946,6.966285708,5.769337878
C15H16O9,82.83538727,87.03245889,80.32149775,87.51479043,85.53692076,81.81607502,82.75415887,102.8676133,106.1698425,104.4484874,105.6866926,99.92144036
C14H16O8N2,13.01728279,15.66096152,16.56047264,15.24864818,14.62493719,15.71480228,14.29008806,14.26522342,13.9229787,17.28128103,15.40400154,15.27518889
C19H16O6,10.76417765,9.750936561,6.101503269,8.258118925,7.405529005,5.926278799,7.257598081,7.694373823,9.854331914,6.620658738,6.857313657,8.170621087
C16H20O8,244.5699395,296.9690314,288.6337165,336.7061082,334.5075815,294.5194223,298.2835984,353.7212595,329.2976917,367.5881755,352.7006579,352.0579797
C13H24O8S1,4.304732372,5.081642522,4.630509412,5.348895361,4.719662328,4.208986318,5.035338951,5.753366211,4.733323112,4.511078776,4.696761295,5.561362705
C15H20O7N2,30.15314635,40.8523803,44.7868167,48.93229812,45.13376315,44.03337998,45.26638794,42.70891084,35.89612744,52.4117876,44.38261857,45.8955674
C20H20O5,6.892989404,6.209576973,5.263104121,5.027047327,4.973909728,4.45226787,4.424714256,4.793373855,7.091618552,6.471203013,4.979310811,5.129921242
C17H24O5S1,21.50291174,17.61091163,10.34439266,16.73673295,0,7.134464183,8.637010637,7.91062669,8.066527927,0,7.175092515,0
C17H24O7,164.0789882,210.4925992,201.1197623,237.618148,230.8112142,200.1160176,206.7948752,242.0848531,227.4325619,254.6384081,239.8045555,240.9015446
C16H24O6N2,5.055593439,7.183012206,8.319029342,8.134434337,7.667363324,7.702120803,8.556550281,8.604369704,6.821001492,9.266127456,7.769538143,8.86156496
C21H24O4,3.976667723,4.40182559,3.555411039,4.127546275,5.807973387,7.279212564,5.875423843,8.571338186,8.049446904,13.75270849,7.405673265,7.832558429
C18H28O6,31.32911955,38.68309162,38.60093401,44.16386173,42.31450388,38.03054614,37.4955279,44.60693319,45.78005172,46.34831924,46.80396533,45.55455897
C19H32O3S1,99.75022057,143.0271553,122.3001626,70.20657314,48.2484624,47.36742693,21.40311906,49.41195592,31.63838679,31.40008831,30.12979975,41.34445206
C14H15O9N1,11.19975212,11.91776047,11.92569048,11.62439362,12.08817202,12.09584967,12.35354651,12.78435192,12.63585258,14.51551846,12.93800812,12.12990068
C15H19O8N1,39.55176554,51.28552313,55.23809353,59.27907348,58.20381059,53.83053733,56.21169038,58.38993595,48.24360596,64.5226872,55.47026252,59.04389813
