,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C23H28O16,7.88010656,5.84434666,7.95020281,6.177572554,6.714024685,8.056756516,7.022604869,6.865603275,8.754253073,7.264200807,8.317181341,7.394440899
C27H28O13,11.21037924,6.635441355,6.971818989,6.267860891,7.95585879,7.894572992,8.736608358,7.580349638,8.621450448,7.131563503,7.8392927,7.07985968
C24H32O13S1,6.525420981,5.553867608,6.866158953,5.289755741,6.697244804,6.753125925,6.606106559,4.825477647,5.707799198,5.897806917,6.353641637,5.818589754
C24H32O15,11.18450964,10.39622854,13.33475004,11.7001134,15.56124439,14.03909081,14.71726359,9.558415429,12.9758352,11.35076044,12.00951664,12.35426563
C28H32O12,12.29930392,10.03158443,10.67541043,9.827501901,10.44288248,10.65991478,11.13113136,7.48025013,10.30163563,8.346375721,9.574793067,9.893466295
C25H36O14,9.152481272,8.208360867,9.198915679,8.67049695,11.44641983,10.43819585,11.29208516,7.690471316,10.72621182,8.565339018,9.423881985,9.099661032
C29H36O11,12.12997038,9.52170117,10.31314946,9.623524909,9.291673503,10.19184137,10.44496853,7.390160084,9.973654434,9.424337806,8.541882618,9.678847355
C30H40O10,7.764870429,5.342192702,6.374913085,5.809752526,6.150176272,6.319955881,5.668637566,4.688347334,5.826535156,5.095667962,5.607472724,4.967460466
C25H22O15,8.522267513,4.466961438,4.116329977,4.046034179,4.448680115,4.414887014,5.808551294,4.673546743,6.677982675,0,5.854150994,4.635374758
C26H26O14,12.15358227,8.514366417,8.323521851,6.565706926,9.335461143,9.163390434,9.485046221,8.195223292,10.86334439,7.264441364,9.316762775,8.452999847
C23H30O14S1,5.547133162,5.320633654,5.861780227,4.597791161,5.94559496,5.942292506,5.668780269,4.658534994,5.136650442,4.435855407,4.936941115,5.210153198
C27H30O13,15.9071957,11.78999127,13.80686741,13.15162452,14.50417252,15.4146628,15.92032283,11.44061171,15.73285194,12.42895897,13.95481696,12.90125954
C24H34O13S1,6.029271653,4.659330072,6.532791408,4.571043627,7.340141715,7.500492434,6.644379913,5.102002354,5.562234684,5.352755412,6.407505,5.829030574
C24H34O15,4.317098726,4.503275186,4.772248877,4.350345243,6.700767449,5.207334491,6.263178187,3.478311012,5.269463875,4.769565362,5.282368474,5.286597432
C28H34O12,19.71254949,15.92160449,17.50634222,16.19462412,18.16590342,18.92112349,19.77188743,12.79402705,17.1574889,15.0817513,17.59013996,16.30581114
C29H38O11,14.59955015,12.15154819,14.2075549,13.12153711,14.50753374,13.76819,14.88684299,10.12324666,14.77908531,10.90466827,13.32099091,14.171356
C30H42O10,6.972382805,6.188988143,6.940341282,5.873525186,6.284592312,6.742953838,6.973352347,4.5694587,6.229292627,5.775950468,6.689219387,6.106870814
C26H29O13N1,5.441345345,5.71312889,5.789092051,4.965745077,4.906900824,5.652866917,5.743684169,4.944953808,6.458821891,0,4.617611537,4.216499461
C25H29O12N3,6.323303423,5.478272876,6.314647815,5.9271321,6.259492141,6.072698219,5.810042436,4.431419236,4.382242001,4.37281717,4.325847765,5.321949508
C25H24O15,11.33991905,6.626320103,7.881743823,5.758369471,6.588483676,8.26837754,7.358924094,7.600832913,11.3345075,6.569899181,8.139840064,8.417863105
C26H28O14,18.29680214,14.7350345,15.99149532,14.04134271,17.64247405,17.6606828,18.12297305,12.79024869,18.36913232,13.77664185,16.13151023,14.75361873
C23H32O14S1,4.938085808,4.163423681,5.157911761,5.195753625,5.447343606,6.01217342,6.469452939,0,4.683217793,4.157130175,5.033557351,5.108133045
C25H28O13N2,5.755366429,4.552790984,5.177123347,5.082896061,5.338263728,5.511251108,5.916003195,3.662731854,4.550414185,5.835124375,5.280887348,4.803106189
C27H32O13,23.35335965,21.78071641,26.38185897,21.9364167,25.87213301,27.301394,27.11936909,18.69240777,22.94486002,21.57078637,22.66771107,23.2385332
C26H32O12N2,5.520179484,4.361971227,5.763056945,4.880591045,5.05465932,4.894337425,5.817175517,4.096187798,4.308957188,4.218191529,4.303311563,4.587016518
C28H36O12,22.85476197,20.80421134,23.07209264,20.82622953,24.610166,26.51305846,25.44772564,17.91560157,22.59876911,18.58535424,22.41954676,22.22716754
C29H40O11,13.517773,10.7888392,13.75754429,12.09183011,12.46370441,14.26098015,14.5142586,11.28469129,14.28037837,13.02292576,12.73095427,13.63053786
C30H44O10,5.613083027,4.742843469,4.954830299,4.612250325,4.358233623,5.480461685,5.544692784,3.233299638,4.95589224,4.13398737,5.537452071,3.594030316
C26H31O13N1,6.353965227,5.892432783,7.437185867,6.38882362,6.873852273,7.122864144,7.477595759,0,6.771025865,4.685702507,6.409477378,5.943907593
C25H31O12N3,4.600634283,3.682159577,5.639593713,5.02114806,5.65215845,5.329602032,6.829551169,3.766958713,4.448959684,4.966773682,5.117498457,4.515056253
C27H35O12N1,5.11569804,4.736695489,4.98642325,4.589781514,4.70400422,5.882875886,6.335401064,4.051258129,3.279880777,4.34884578,4.192741305,3.986588946
C25H26O15,14.99953855,12.70483397,12.45950094,10.801272,12.80283533,14.12144588,13.38489752,11.2448646,15.68517835,11.0019725,12.21803115,12.1136157
C26H30O14,24.36004983,20.8537211,23.80766327,22.0503315,26.45628231,28.32794534,28.31676709,20.7347662,24.90906672,22.09315459,23.9020317,23.83843608
C25H30O13N2,5.332110659,5.370221124,6.497257378,5.280412922,6.457746787,6.209330481,7.079518543,4.224549201,5.46828758,6.831207685,6.313994298,4.548934727
C27H34O13,27.25757422,26.23068924,30.33388845,28.25671135,31.78609628,34.5689549,34.39907717,25.36359736,29.62564778,25.42809118,28.73795087,28.29551656
C28H38O12,20.50295797,18.31357092,21.63408806,19.30829737,24.3686678,25.31420062,24.73063969,18.25618918,21.71371957,20.90572474,21.8898703,20.2339714
C29H42O11,8.971659313,8.950233243,8.897252979,7.438944565,8.808844268,10.22492835,10.21950953,8.035534296,10.6587484,8.107083312,9.31716642,9.079519422
C25H29O14N1,6.485748971,5.351712301,6.388885086,4.740470802,5.541549552,7.63411843,7.52008609,6.48601992,4.962373892,0,5.152058878,6.068994308
C26H33O13N1,6.657438421,6.079457676,7.013241186,5.97439318,7.026716514,7.15167328,7.867406543,5.833343171,5.537865364,4.909106854,6.205097573,6.718741945
C24H24O16,8.056844872,6.904573358,6.877421379,5.514696928,5.340240964,6.872498468,7.270248321,5.89751263,10.71134833,5.627147537,7.082152485,6.002906914
C25H28O15,18.08058704,15.13071576,17.20466143,16.72028424,19.00543501,21.62714038,21.24628503,16.27433819,19.93523572,16.65306059,18.85167106,17.47047584
C26H32O14,27.37054057,25.39639572,30.20222078,28.20341711,32.80656018,34.69219278,32.87439436,25.83631495,28.9418075,27.09578358,28.95276569,27.62532298
C27H36O13,24.21901472,22.94276993,26.54665797,25.98972577,29.52409818,31.1036166,30.71706991,22.68903666,26.62376963,24.8219701,26.10890261,24.77938183
C28H40O12,13.56026429,12.01578639,13.02491909,13.59369971,15.09870539,16.08414505,16.13534796,11.4212898,14.45404576,12.9770678,14.1968619,12.86640417
C25H31O14N1,6.062482291,5.184904296,6.265449325,5.952865672,7.023505246,6.938223837,7.017592341,3.748392476,5.707193968,5.065129575,5.641871032,6.079417184
C24H26O16,11.07673627,7.584480823,7.67610756,6.987915974,8.795701749,10.8368244,9.652187955,10.92898635,11.27909464,9.023362392,9.133069605,9.676598552
C25H30O15,18.71096158,17.71419227,20.17418176,18.76030233,22.45586133,24.19750338,24.92290405,18.26864553,21.40041911,19.71030922,20.50853912,20.44003154
C26H34O14,21.82956446,20.82294574,24.66404719,23.96349495,29.72561736,27.85177837,28.91000891,21.83236593,23.38042072,23.28104911,24.01642308,24.46198835
C27H38O13,14.77860935,12.93363932,15.72273949,15.93132709,17.51538682,18.63808334,19.11168,14.54476983,16.31763702,15.58375855,16.10859986,16.4886425
C28H42O12,5.841441118,6.034744681,5.910080216,6.332516073,7.741832137,7.129177905,6.807292261,6.234106818,5.50815411,5.741081029,6.43006822,5.776664971
C24H28O16,11.12853864,7.683424149,9.654888827,7.962878005,9.584574119,11.63342091,10.52766319,8.95114834,10.28940332,10.11417474,9.559154049,9.779624314
C25H32O15,14.77866791,13.554826,15.71181677,16.38629723,19.12654874,18.96660343,19.16262152,14.64909445,17.02219855,14.90182813,17.67826081,16.80040572
C26H36O14,13.00064273,11.35150652,13.15402191,14.41671276,17.33428407,16.69602707,17.59263223,13.04742803,13.50489498,13.4659575,14.4520855,15.0834341
C27H40O13,6.970405865,5.361133822,7.179427801,6.471486833,8.144727093,8.393848323,7.79430194,7.123253807,6.878756673,6.703459648,8.180826885,7.113028988
C24H30O16,7.266794115,6.147642994,7.61583894,6.140616822,7.037275433,8.892754262,8.1756119,6.286591239,8.160808104,7.05737124,7.630992701,7.718786791
C28H30O13,7.224460729,5.305560578,4.271768074,3.799016052,6.184775046,5.564902793,5.464835642,5.379646392,7.543068486,5.402538349,5.514862651,5.228587211
C25H34O15,7.501983931,7.677297293,8.708118057,8.942851882,11.13532503,10.64803807,10.54472067,8.90732725,9.287640829,8.583779656,10.25017006,10.26485043
C29H34O12,8.407460302,6.003948951,6.40006376,6.876291165,6.834222321,7.192902438,7.390618634,5.607888325,8.156791582,4.212998995,5.734527773,6.407538596
C26H38O14,4.91490916,5.253028504,5.494406976,6.702408109,7.44339231,6.928070796,6.780695044,3.998212576,6.285457116,6.274174596,7.302344885,6.350209548
C30H38O11,7.299722825,4.787951793,5.320137197,5.348108357,5.630989809,6.88701205,6.372667225,4.993251246,5.965521731,5.324647267,5.635598558,5.591684582
C27H28O14,8.710897896,6.623582973,6.395993366,6.351467856,7.797607747,6.739226327,7.202942837,0,7.4648878,7.068108917,7.374601554,6.328268464
C28H32O13,11.40616003,8.681664057,9.613822412,10.91262168,10.60515847,10.13072063,11.51901117,8.761391856,9.328181364,9.00717312,10.48172922,10.57954649
C29H36O12,12.30928566,9.713795186,10.22857238,9.926159098,10.13527837,12.63122978,11.83809367,8.713345656,11.27598792,9.596685498,10.51862227,11.15285349
C30H40O11,7.358565353,7.090207053,7.099938215,6.940013208,6.037233694,7.712331985,8.364911892,5.257745829,0,6.16912012,7.465157373,7.75418624
C26H26O15,8.233501649,5.69656352,6.164132382,6.373376619,7.072769822,7.445466427,7.337167749,6.301035013,8.481335945,7.253588548,7.480392746,7.557305784
C27H30O14,12.41280542,10.77069025,12.05090717,12.36741307,12.11226268,12.81601644,13.06368758,10.98592464,13.13956347,12.49810981,12.29283414,12.76115185
C28H34O13,15.71955809,14.8961223,16.74934826,15.34353445,16.32107031,17.47213505,18.67725764,11.1140612,16.25041531,14.46454507,17.26960272,16.00694068
C29H38O12,13.74867821,11.38564369,12.85227813,13.63812137,14.44154173,14.7540129,15.78576288,9.828724669,12.09725946,12.62865098,14.20440099,13.11101911
C30H42O11,6.885872879,6.209541514,6.789862029,6.44695581,5.894716145,7.098516792,8.362187437,5.852582962,5.595875999,5.485078142,5.701310928,6.316623209
C26H28O15,12.44105677,9.302879397,10.34940644,11.39114317,10.95445745,10.77538289,12.43690987,9.977081534,10.47973711,10.4897714,11.69603624,11.35886123
C27H32O14,17.84569236,16.73792711,18.40152453,19.19593046,21.13412982,20.21490478,22.72657136,14.90222171,17.06765362,17.23964516,18.7050961,19.28223025
C28H36O13,18.13732746,16.34856207,19.1699625,20.07204915,20.63739848,20.99503047,23.58498704,14.93425903,16.48412419,17.79547032,20.14715425,21.2873286
C29H40O12,12.44105792,11.02103881,11.16998899,11.64863646,13.03201534,13.37854015,13.64264669,10.09721854,12.58048,11.40352052,12.82956663,13.93726945
C25H26O16,8.266479166,6.857013838,7.067117781,5.990816589,7.047833533,8.005940185,8.596724963,5.877013714,7.777651808,8.633017742,9.019989866,7.260563539
C26H30O15,15.83249918,13.96295411,15.22901387,15.52442625,16.81803601,18.51915988,19.18570218,12.87631599,14.30319138,15.21024877,17.56500586,17.07142777
C27H34O14,19.35562543,19.50679211,20.81115708,22.99481834,24.17505757,23.72136648,25.46002429,17.98965341,18.49660186,23.00439431,23.89663448,24.52145208
C28H38O13,16.4298784,15.07852168,16.20602749,16.90214102,20.34216008,18.44114731,20.95900531,14.66218623,14.82234741,16.22084156,19.97290705,18.88248592
C29H42O12,7.892530332,6.742678305,7.297651449,8.448632754,8.709213008,9.39990112,9.378903465,5.923076399,8.017123142,7.569811868,9.556578249,7.910315482
C26H33O14N1,4.303558726,3.795404935,5.393040451,4.586437562,5.691947368,5.064043132,6.750049751,4.739938246,3.44254007,5.213973628,4.973924229,4.588130512
C25H28O16,11.08170073,8.276997343,9.125460326,9.060713945,9.625587235,10.88213492,11.26804833,8.12957084,9.93299698,10.30910085,11.53533613,10.82984625
C26H32O15,16.94260348,13.93826411,17.50142023,17.92553402,20.09390175,19.51689357,20.79530361,14.45016629,16.33176854,17.47584014,18.81939251,19.59406093
C27H36O14,16.70271103,15.10327354,17.27637808,17.53094932,21.51697627,19.59080021,21.52382648,15.18293438,14.9473862,17.49689812,19.09439066,19.94686678
C28H40O13,9.336601959,9.12680755,9.830777383,10.73604207,10.99496499,10.99709981,11.68878774,8.235692253,8.448015913,10.11331017,12.14234799,11.24733408
C25H30O16,10.8465178,8.873436678,9.866478919,10.31483637,10.5050454,11.63350311,11.4855456,9.529236561,9.880965932,10.9198542,11.18668779,11.51201886
C26H34O15,13.03847618,12.45190067,13.09391275,16.24701053,16.63701519,15.71068633,17.15276648,11.4832773,12.46864915,13.61054144,15.16407881,16.18959977
C27H38O14,9.882244262,9.194819346,10.06682199,11.8463713,12.49198144,11.23522841,12.8748219,8.3540178,10.4564633,9.530306193,11.19675274,11.10335828
C25H32O16,7.368074532,6.138624347,7.314192991,8.031048582,7.501255777,8.595094769,8.964021077,6.77456693,6.730159135,7.208244605,8.886227585,9.492302925
C29H32O13,6.366170807,5.057050601,5.10356615,4.92284681,4.114745898,4.854596866,6.922466669,4.255941314,5.631504941,3.432234649,5.210665282,4.814724167
C26H36O15,7.250480198,6.353393991,8.409215854,7.867197382,7.699279349,8.496551574,9.658658536,6.101869302,6.432359814,7.629325022,9.322199301,9.227702127
C30H36O12,6.897697196,5.566936121,6.014712436,5.534792479,5.497545588,6.205445591,6.16570929,0,6.257301182,5.57657508,5.732155025,6.002495627
C28H30O14,9.101404678,6.276159094,6.507351953,6.957761625,7.125446423,6.345014953,7.385613689,5.711656698,7.686227802,6.932619884,7.147489865,6.927206644
C29H34O13,10.61601912,8.703519602,8.856572499,8.775201999,8.457900735,9.527105594,10.59054419,6.118084454,9.650130905,7.273695607,9.785111295,9.651141067
C30H38O12,9.905749348,8.261620226,8.722096759,8.108085203,7.748044086,8.921481701,9.158915438,6.32430342,7.939773664,7.861101571,9.33572839,7.654865655
C27H28O15,11.05815659,7.5199855,6.93686654,6.648558726,6.907378439,6.800731496,7.91793443,0,7.799182642,6.004320156,8.426999983,7.063987422
C28H32O14,13.50411874,10.12812333,11.07407445,11.3919563,10.58588922,11.76068753,13.37478698,9.17146306,12.54594558,9.412944251,11.91140863,11.21824392
C29H36O13,15.07047412,12.27273032,13.53856049,13.35820254,14.16035458,14.03536881,15.24974289,10.61497236,13.53594835,13.39212813,13.10529756,13.78782632
C30H40O12,11.8248705,9.312308463,10.21232833,10.20485742,10.63623706,10.00745568,11.25981774,7.295514507,9.107121379,9.737179965,11.14008105,9.939335276
C26H26O16,8.428722598,5.157533751,5.364325921,4.926527933,4.526169274,5.780360089,4.926239417,5.091397545,8.690853344,5.062331303,5.288114489,5.228007245
C27H30O15,13.95095194,9.503915107,10.63772227,10.3186522,11.81438415,11.45269406,12.79878947,11.00757124,11.77755889,11.09742526,11.9316294,11.13892856
C28H34O14,18.11379022,14.7418215,16.52449639,16.34779933,17.46304618,16.9956914,18.51966116,12.54517769,17.67730812,13.88496029,15.72792515,15.8312096
C29H38O13,16.97077329,13.92909759,15.02604497,14.24111119,16.40916837,16.24430618,16.18161544,10.18672204,15.80195026,13.56073383,15.84865696,16.09581183
C30H42O12,9.802221547,8.768444959,7.978383331,9.01786058,8.689670076,8.829005169,8.275182047,5.539879901,8.634531653,8.090942357,8.033056543,8.654610469
C26H28O16,10.17378978,7.668340511,7.629848463,7.630211927,8.723312598,8.605178142,9.034799,7.095683062,9.741490064,7.60475738,9.691508073,7.960822036
C27H32O15,16.98014983,14.23812922,16.66721275,15.97671699,17.63765756,16.57272402,17.16995564,12.75759061,16.96123545,13.76301543,15.74478657,15.80186964
C28H36O14,18.53239389,16.33020187,17.78693469,18.3408927,19.03388165,18.69548609,20.66573068,13.55042134,17.34758001,16.78635377,18.60542264,17.17192264
C29H40O13,13.1983149,10.95632545,11.68060792,12.2114311,13.1972707,12.11779372,14.07515255,9.532233828,12.23662135,12.12082,11.65673195,12.6883848
C30H44O12,5.907465054,4.015712212,4.317338387,4.498607389,5.801656554,5.238315878,5.924466102,3.649102406,6.799686811,4.491955532,4.994775435,5.051671792
C26H30O16,12.77964118,8.90134288,10.55814425,10.17505085,12.47574237,12.06024862,12.29905878,9.762656746,12.01151144,10.09980815,12.58576791,9.386791492
C27H34O15,16.871924,13.97237865,16.20615345,16.66566254,19.40315539,17.95635549,19.4910907,13.16621011,14.98955869,14.53375555,16.55309808,15.43148394
C28H38O14,14.15314185,12.6034153,13.9557319,13.73970616,15.44943096,15.79253217,16.51488275,9.870776336,13.84663925,12.25151949,14.34977238,14.29075431
C29H42O13,7.995901953,6.062984349,6.951980931,6.583651278,7.615819148,7.701806042,7.693561216,5.686416508,6.651049973,5.371118948,7.739797726,7.087694961
C25H28O17,5.665139765,4.386551077,5.763649246,4.56565379,5.195996918,6.149698842,5.279299011,0,6.834406927,4.25120539,5.046922689,5.838233943
C26H32O16,11.60365305,8.882806897,10.33584718,9.680230041,12.20731754,11.72759655,11.77104671,8.553587252,11.25519496,11.46847396,10.66087667,10.67163545
C27H36O15,12.1869198,10.11580097,11.19759397,10.92083787,14.43926049,13.84214576,13.82672113,10.09519886,13.33178074,10.80317486,11.55629378,11.94466691
C28H40O14,6.993953441,6.279305133,6.973936934,7.100374321,9.535702039,8.089744253,8.021139021,6.079013435,8.683624981,7.428243119,7.511834533,7.740432867
C26H34O16,6.986847826,5.736976173,7.053523003,7.79766261,7.961668408,8.052714246,7.690782989,5.943055242,8.245222847,6.068318565,7.324108182,7.399437362
C27H38O15,6.151927482,5.392417679,5.30258526,5.930067038,6.427839136,7.083714513,7.02155976,5.244330471,6.265232044,5.329330929,6.269397592,6.169037696
C29H32O14,7.18199815,4.468446187,4.617848647,4.437061854,6.773609733,6.044831861,5.652067474,0,5.269453067,3.70360028,5.39417587,4.835780947
C30H36O13,7.722930938,6.789194426,6.381135594,6.732685734,7.261952779,7.013828587,7.987290149,5.911212464,7.515062877,6.150589016,6.292946592,5.714849083
C31H40O12,6.803342098,5.276536287,5.71287017,5.458641646,4.863875236,5.972975171,6.055861082,5.757055605,6.376167815,4.608396368,5.452867425,5.128314851
C28H30O15,7.172529165,5.987284749,6.002399413,0,6.555519625,6.70579552,7.042763907,4.881320063,0,5.677027107,6.490877891,6.216164227
